season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2026,1,NO,REG,2026_01_NO_DET,DET,35,56,410,3,2,5,-32,1,1,483,116,19,-1.00732027256654,-1.20560446610818,0,14,9,6,2,25,91,1,1,0,7,-1.65623741107993,0,2,2,0,0,35,52,410,3,0,0,483,116,19,11.9186756246787,0,14,9,6,2,0,42,0,42,5,15,1,1,2,8,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,53,5,1,1,0,2,1,4,21,4,74,1,2,1,0,28,0.5,0,1,0,0,0,0,0,0,0,0,0,1,28,62,,28,62,0,3,3,0,0,1,0,0,0,0,0,5,0,57,238,2,0,1,0,1,3,35,0,203
2026,1,NYG,REG,2026_01_DAL_NYG,DAL,23,29,230,3,0,2,-1,1,0,245,86,14,21.9124518483004,13.3835581869915,0,10,5,0,0,37,165,1,2,1,11,-0.68145588398329,0,4,3,1,0,23,29,230,3,1,0,245,86,14,22.838031111256,0,10,5,0,0,0,37,1,11,1,5,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,114,3,4,0,0,4,1,0,0,3,65,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0,1,0,46,46,1,0,1,0,0,0,0,0,46
2026,1,NYJ,REG,2026_01_NYJ_TEN,TEN,19,24,215,0,0,0,0,0,0,168,82,7,9.75485210445876,12.8360209257706,0,5,5,4,1,39,152,2,1,0,11,-2.23403974393329,0,3,3,0,0,19,23,215,0,0,0,168,82,7,9.91431939921276,0,5,5,4,1,0,30,0,16,4,14,1,3,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,-6,1,0,0,8,48,4,0,1,0,1,0,2,29,0,0,3,4,1,0,52,0.75,0,0,1,0,2,0,0,0,0,0,1,0,33;51;52,54,,136,54,0,2,2,0,0,1,0,0,0,0,0,3,0,50,139,2,0,2,0,0,1,-5,0,144
2026,1,PHI,REG,2026_01_WAS_PHI,WAS,14,25,203,3,0,3,-21,0,0,225,65,6,1.27337632780823,0.867941298268058,0,7,4,3,2,25,136,0,0,0,4,2.34845786972437,0,3,3,2,1,14,22,203,3,0,0,225,65,6,8.01054342613484,0,7,4,3,2,0,41,0,32,2,8,1,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,40,2,0,0,0,0,0,4,37,3,75,1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,3,3,0,0,1,0,0,0,0,0,7,0,64,361,4,2,1,0,0,4,53,0,308
2026,1,PIT,REG,2026_01_ATL_PIT,ATL,24,41,221,1,0,2,-15,0,0,407,121,10,-9.6826911436115,1.23448287313049,0,9,5,3,0,21,58,0,0,0,3,-5.97938267892459,0,1,1,0,0,24,37,221,1,1,1,407,121,10,-6.98576535565344,0,9,5,3,0,0,37,0,34,7,34,2,4,25,5,2,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,5,1,0,0,1,1,2,13,3,74,2,3,1,0,43,0.666666666666667,0,1,0,1,0,0,0,0,0,0,1,0,43;28,56,,71,56,0,2,2,0,0,1,0,0,0,0,0,4,0,55,194,2,1,0,0,0,3,33,0,161
2026,1,SEA,REG,2026_01_NE_SEA,NE,17,24,200,1,0,2,-12,0,0,154,104,9,4.36844890306879,2.3635162661473,0,8,3,3,1,22,97,0,0,0,4,-1.28509881172795,0,3,3,0,0,17,24,200,1,0,0,154,104,9,7.7281134084164,0,8,3,3,1,0,44,0,30,9,23,0,3,10,5,3,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,98,6,0,0,0,0,0,1,9,3,80,2,2,0,0,30,1,0,1,1,0,0,0,0,0,0,0,0,0,30;26,,,56,0,0,1,1,0,0,1,0,0,0,0,0,5,0,50,227,3,2,1,0,2,0,0,0,227
2026,1,SF,REG,2026_01_SF_LA,LA,25,34,205,3,1,0,0,0,0,149,117,12,4.82562753588093,0.771556181066177,0,7,1,1,0,30,174,0,0,0,10,6.6154963959707,0,5,5,0,0,25,34,205,3,0,0,149,117,12,4.82562753588093,0,7,1,1,0,0,33,0,36,2,2,2,0,0,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,21,4,0,0,0,0,0,2,17,2,74,2,3,1,0,56,0.666666666666667,0,1,0,0,1,0,0,0,0,0,1,0,20;56,52,,76,52,0,3,3,0,0,1,0,0,0,0,0,2,0,51,94,0,0,0,1,0,1,11,0,63
2026,1,TB,REG,2026_01_TB_CIN,CIN,23,28,216,0,0,4,-23,2,2,143,167,12,-5.41051944553709,14.0204619478296,0,12,4,2,0,20,89,2,1,1,5,-1.53364448441425,0,1,0,0,0,23,27,216,0,1,1,143,167,12,8.55776604590938,0,12,4,2,0,0,46,0,20,5,19,0,1,9,6,1,38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,4,4,0,0,4,4,1,13,7,206,2,2,0,0,51,1,0,0,1,0,1,0,0,0,0,0,0,0,34;51,,,85,0,0,3,3,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2026,1,TEN,REG,2026_01_NYJ_TEN,NYJ,19,32,140,1,0,3,-13,0,0,190,78,6,-7.35125374553204,0.389746470110757,0,6,0,0,0,14,68,0,0,0,4,1.53868879962829,0,2,1,0,0,19,28,140,1,0,0,190,78,6,0.0389836992468617,0,6,0,0,0,0,31,1,45,2,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,4,1,0,0,1,1,1,-5,3,62,1,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,0,0,42,,,42,0,0,1,1,0,0,1,0,0,0,0,0,7,0,54,326,1,1,0,3,1,2,29,0,237
2026,1,WAS,REG,2026_01_WAS_PHI,PHI,18,34,164,2,0,1,-1,0,0,317,71,10,3.90583545517296,-3.44530277211091,0,8,3,1,0,32,132,1,1,0,9,0.167146355951629,0,4,2,0,0,18,29,164,2,0,0,317,71,10,7.96178792627182,0,8,3,1,0,0,32,0,24,10,39,0,3,21,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,45,3,1,0,0,1,0,4,53,5,154,1,2,1,0,55,0.5,0,0,0,0,1,0,0,0,0,0,1,0,55,54,,55,54,0,1,2,0,1,0.5,0,0,0,0,0,6,0,60,318,0,0,0,1,1,4,37,0,261
